drug_name,review_source,drug_review,tokens,concreteness,modality,sentiments,disease,side effects,side effects grouped,side effects cleaned,side_effects_cleaned_grouped
Protopic,Drugs.com,"Used this for my eczema around my mouth, instant regret as soon as I applied it. Washed it off immediately but it continued to burn for 3 days. It was red in that area for a few days too. In the shower, and every time I breathed outta my nose the heat seemed to ignite the burning. It was torture!","['eczema', 'mouth', 'instant', 'regret', 'soon', 'apply', 'wash', 'immediately', 'continue', 'burn', '3', 'day', 'red', 'area', 'day', 'shower', 'time', 'breathe', 'outta', 'nose', 'heat', 'ignite', 'burning', 'torture']",0.166667,Deontic modality,Negative,Eczema,Topical Steroid Withdrawal,Flu-like,Topical Steroid Withdrawal,Skin-Related
Protopic,Drugs.com,"My experience was similar to those described on this blog: I had a severe patch of AD on my elbow and behind my knee. Day 1 initial application did result in a burning sensation and intense itchiness at times which in my case lasted 24 hours or so. I strongly recommend persisting with the product past this difficult first phase because these irritating side effects subside soon after. Cold compresses btw definitely help with the itch. By the end of Day 2, I started to see a significant difference/clearing in the affected areas and by the end of Day 4, my AD was almost completely healed. This drug is an absolute godsend and an amazing medical innovation. The only con is the greasiness of the ointment but it is a small price to pay for relief from this chronic and often debilitating skin condition.","['experience', 'similar', 'describe', 'blog', 'severe', 'patch', 'ad', 'elbow', 'knee', 'day', '1', 'initial', 'application', 'result', 'burn', 'sensation', 'intense', 'itchiness', 'time', 'case', 'last', '24', 'hour', 'strongly', 'recommend', 'persist', 'product', 'past', 'difficult', 'phase', 'irritate', 'effect', 'subside', 'soon', 'cold', 'compress', 'btw', 'definitely', 'help', 'itch', 'end', 'day', '2', 'start', 'significant', 'difference', 'clearing', 'affected', 'area', 'end', 'day', '4', 'ad', 'completely', 'heal', 'drug', 'absolute', 'godsend', 'amazing', 'medical', 'innovation', 'con', 'greasiness', 'ointment', 'small', 'price', 'pay', 'relief', 'chronic', 'debilitate', 'skin', 'condition']",0.291667,Epistemic modality,Positive,Eczema,"Initial Burning, Itching",Skin-Related,"Burning, Itching",Skin-Related
Protopic,Drugs.com,"First time I used it on a single small white spot of my vitiligo. After an hour or two every part of my body started itching, had tingling sensations, skin got super red and hives appeared everywhere. Never again. Can't wait for the side effects to go away.","['time', 'single', 'small', 'white', 'spot', 'vitiligo', 'hour', 'body', 'start', 'itch', 'tingle', 'sensation', 'skin', 'get', 'super', 'red', 'hive', 'appear', 'wait', 'effect', 'away']",0.190476,Epistemic modality,Neutral,Eczema,Topical Steroid Withdrawal,Flu-like,Topical Steroid Withdrawal,Skin-Related
Protopic,Drugs.com,This is a miracle drug! I have seen 10 doctors (4 specialties) and no one could help with 15+ creams and oral meds. Finally a new allergist prescribed protopic with triamcinolone cream combined. It burned like hell for 1-2 days then that resolved along with this horrible skin condition I have dealt with for about 8 months!!! I’ve been on it 8 days. I’m thinking I can maybe taper down to a few times a week now. This has changed my life back to the way it was before the rash.,"['miracle', 'drug', 'see', '10', 'doctor', '4', 'specialty', 'help', '15', '+', 'cream', 'oral', 'med', 'finally', 'new', 'allergist', 'prescribe', 'protopic', 'triamcinolone', ' ', 'cream', 'combine', 'burn', 'like', 'hell', '1', '2', 'day', 'resolve', 'horrible', 'skin', 'condition', 'deal', '8', 'month', ' ', '8', 'day', ' ', 'think', 'maybe', 'taper', 'time', 'week', ' ', 'change', 'life', 'way', 'rash']",0.142857,Deontic modality,Positive,Eczema,Nil,Nil,Nil,Nil
Protopic,Drugs.com,I had eczema on the back of my neck and around my eyes/on my forehead for years. The only thing I could use to control it was steroid creams until I was given Protopic. I can not tell you how grateful I am for this cream. The first night I used it I was itching all night and felt a slight burning sensation however the second time I used it I felt no side effects at all and my skin had improved 90%. I continued to use it for a week and my eczema had gone completely for what felt like the first time in my life. I now use it once a week to prevent flare-ups. You must give this a try!,"['eczema', 'neck', 'eye', 'forehead', 'year', 'thing', 'use', 'control', 'steroid', 'cream', 'give', 'protopic', ' ', 'tell', 'grateful', 'cream', 'night', 'itch', 'night', 'feel', 'slight', 'burning', 'sensation', 'second', 'time', 'feel', 'effect', 'skin', 'improve', '90', 'continue', 'use', 'week', 'eczema', 'go', 'completely', 'feel', 'like', 'time', 'life', 'use', 'week', 'prevent', 'flare', 'up', 'try']",0.195652,Epistemic modality,Positive,Eczema,"Initial Burning, Itching",Skin-Related,"Burning, Itching",Skin-Related
Protopic,Drugs.com,"Protopic ointment was fantastic for me, a life-long sufferer of atopic dermatitis. After applying a very thin amount on the affected areas of my skin, once a day for a few days, the rash began to clear and continued to get better without further applications. To my surprise, the rash then popped up in new areas to a limited extent, but after one or two applications of Protopic on these new places, they disappeared also. I soon got rid of all the areas of atopic dermatitis. My friends couldn't believe it! They wanted some to make their skin as lovely as mine (though of course that wouldn't work because they didn't have the same problem). However, if it doesn't work for you, stop using it. Individual response may vary.","['protopic', 'ointment', 'fantastic', 'life', 'long', 'sufferer', 'atopic', 'dermatitis', ' ', 'apply', 'thin', 'affected', 'area', 'skin', 'day', 'day', 'rash', 'begin', 'clear', 'continue', 'well', 'application', 'surprise', 'rash', 'pop', 'new', 'area', 'limited', 'extent', 'application', 'protopic', 'new', 'place', 'disappear', 'soon', 'get', 'rid', 'area', 'atopic', 'dermatitis', ' ', 'friend', 'believe', ' ', 'want', 'skin', 'lovely', 'course', 'work', 'problem', ' ', 'work', 'stop', ' ', 'individual', 'response', 'vary']",0.385965,Epistemic modality,Positive,Eczema,Nil,Nil,Nil,Nil
Protopic,Drugs.com,"I tried everything for my eczema, it started around my eyes then spread to my face and neck. I really didn’t want to use medications so I tried various diets, cleanses, acupuncture, vitamins. I suffered for a whole year and spent thousands of dollars on other treatments. Finally I gave in and went to the derm. He gave me protopic. The first time I used it- it burned like hell but I kept it on anyhow. After two applications my eczema has cleared! It’s been two months and I’ve only had to use it 2 or 3 times as maintenance and I have clear skin. It works!","['try', 'eczema', 'start', 'eye', 'spread', 'face', 'neck', 'want', 'use', 'medication', 'try', 'diet', 'cleanse', 'acupuncture', 'vitamin', 'suffer', 'year', 'spend', 'thousand', 'dollar', 'treatment', 'finally', 'give', 'go', 'derm', 'give', 'protopic', 'time', 'it-', 'burn', 'like', 'hell', 'keep', 'application', 'eczema', 'clear', 'month', 'use', '2', '3', 'time', 'maintenance', 'clear', 'skin', 'work']",0.111111,Epistemic modality,Positive,Eczema,Initial Burning,Skin-Related,Burning,Skin-Related
Protopic,Drugs.com,"Miracle! Struggled with swollen itchy eyes over a month. Miserable! I would come home and use cold clothes on my eyes most nights. One application. I could feel a difference and the next day I felt human and it was so much better. Yes, it burned at the start which lasted about 1/2 hour, but considering what I had been dealing with, no big deal. The next day you do get a warm sensation, but it was odd, not uncomfortable. Truly a godsend!","['miracle', 'struggle', 'swollen', 'itchy', 'eye', 'month', 'miserable', 'come', 'home', 'use', 'cold', 'clothe', 'eye', 'night', 'application', 'feel', 'difference', 'day', 'feel', 'human', 'well', 'yes', 'burn', 'start', 'last', '1/2', 'hour', 'consider', 'deal', 'big', 'deal', 'day', 'warm', 'sensation', 'odd', 'uncomfortable', 'truly', 'godsend']",0.210526,Deontic modality,Positive,Eczema,Initial Burning,Skin-Related,Burning,Skin-Related
Protopic,Drugs.com,"Cleared my eczema moustache"" that I've been battling for years in only a few days. I couldn't believe it. Also got rid of eczema under my eyes in the same time period. It was unbelievable. No burning. I used it on my hands when they got bad and on the inside of my elbow. Using it in the elbow caused it to feel unbearably hot when water touched the area in the shower, however I only used it for a week and it cleared the eczema there. Been clear for months. I will continue using this stuff it's been a god send for me.""","['cleared', 'eczema', 'moustache', 'battle', 'year', 'day', 'believe', 'get', 'rid', 'eczema', 'eye', 'time', 'period', 'unbelievable', 'burning', 'hand', 'get', 'bad', 'inside', 'elbow', 'elbow', 'cause', 'feel', 'unbearably', 'hot', 'water', 'touch', 'area', 'shower', 'week', 'clear', 'eczema', 'clear', 'month', 'continue', 'stuff', 'god', 'send']",0.210526,Uncertain modality,Positive,Eczema,Nil,Nil,Nil,Nil
Protopic,Drugs.com,"I started using this cream on my hands a couple of weeks ago, almost immediately my hands started burning but I put it down to the dermatitis. After a few days there was improvement on my hands so I carried on using it once a day. Last weekend I drank wine and my goodness, my face and neck started burning and went really red, I never correlated it to the cream I just thought I'd developed an allergy to the wine. That evening my whole body started tingling, it was quite scarey. Still didn't think it could have been the cream so I carried on using it once a day, the tingling carried on all week, it was driving me to despair. Yesterday I read the patient leaflet and to and my horror the common side effects are the ones I was suffering from. I do have sensitive skin so maybe that's why I reacted so badly. I didn't use the cream last night, still tingling skin today but not as bad, hopefully it will be out of my system soon. My advise is don't use this cream if your have sensitive skin.","['start', 'cream', 'hand', 'couple', 'week', 'ago', ' ', 'immediately', 'hand', 'start', 'burn', ' ', 'dermatitis', 'day', 'improvement', 'hand', 'carry', 'day', 'weekend', 'drink', 'wine', 'goodness', 'face', 'neck', 'start', 'burn', 'go', 'red', 'correlate', 'cream', 'think', 'develop', 'allergy', 'wine', 'evening', 'body', 'start', 'tingle', 'scarey', 'think', 'cream', 'carry', 'day', 'tingling', 'carry', 'week', 'drive', 'despair', 'yesterday', 'read', 'patient', 'leaflet', ' ', 'horror', 'common', 'effect', 'one', 'suffer', 'sensitive', 'skin', 'maybe', 'react', 'badly', 'use', 'cream', 'night', 'tingle', 'skin', 'today', 'bad', 'hopefully', 'system', 'soon', 'advise', 'use', 'cream', 'sensitive', 'skin']",0.102564,Deontic modality,Negative,Eczema,Topical Steroid Withdrawal,Flu-like,Topical Steroid Withdrawal,Skin-Related
Protopic,Drugs.com,"I've used several different prescription creams for my eczema. I have continuous outbreaks under my eyebrow, and below my eye, near my mouth, my arms and occasionally outbreaks everywhere else. Protopic is the only cream that has worked so far but it was extremely greasy so I only used it at night (or I covered it). It only provided temporary relief (a cycle of relief, then misery) and it caused keratosis throughout my entire eyebrow. I had my eyebrows tattooed over 10 years ago. I have only used Protopic for a couple of years now and we believe the cream reacted to the ink in my skin by growing keratosis.","['different', 'prescription', 'cream', 'eczema', ' ', 'continuous', 'outbreak', 'eyebrow', 'eye', 'near', 'mouth', 'arm', 'occasionally', 'outbreak', ' ', 'protopic', 'cream', 'work', 'far', 'extremely', 'greasy', 'night', 'cover', 'provide', 'temporary', 'relief', ' ', 'cycle', 'relief', 'misery', 'cause', 'keratosis', 'entire', 'eyebrow', ' ', 'eyebrow', 'tattoo', '10', 'year', 'ago', 'protopic', 'couple', 'year', 'believe', 'cream', 'react', 'ink', 'skin', 'grow', 'keratosis']",0.22,Epistemic modality,Neutral,Eczema,Keratosis,Skin-Related,Keratosis,Skin-Related
Protopic,Drugs.com,"""Do NOT use this around your eyes from a flair from dupixent (Dupixent induced eczema around the eyes). 
 
 Burns like hell firel!!!!!!!
 
 It started burning about an hour after I put it on and hasn’t stopped. A day later!!!!
 
 Not a good medicine for eczema with dupixent in my opinion.""","['use', 'eye', 'flair', 'dupixent', 'dupixent', 'induce', 'eczema', 'eye', '\n\n', 'burn', 'like', 'hell', 'firel', '\n\n', 'start', 'burn', 'hour', 'stop', 'day', 'later', '\n\n', 'good', 'medicine', 'eczema', 'dupixent', 'opinion']",0.115385,Deontic modality,Negative,Eczema,Topical Steroid Withdrawal,Flu-like,Topical Steroid Withdrawal,Skin-Related
Protopic,Drugs.com,I am a 27-year-old male who suffers from Atopic Dermatitis. I was prescribed Protopic by my dermatologist to use daily for 2 weeks. The rash on my forehead has worsened and my face is still red and my skin is flaky. This has not worked for me.,"['27', 'year', 'old', 'male', 'suffer', 'atopic', 'dermatitis', 'prescribe', 'protopic', 'dermatologist', 'use', 'daily', '2', 'week', 'rash', 'forehead', 'worsen', 'face', 'red', 'skin', 'flaky', 'work']",0.272727,Deontic modality,Negative,Eczema,Topical Steroid Withdrawal,Flu-like,Topical Steroid Withdrawal,Skin-Related
Protopic,Drugs.com,"After months of trying many different steroid creams prescribed by my doctor, a dermatologist prescribed Protopic. Absolute miracle ointment. After two uses my skin had cleared up amazingly. I suffered bad for the last year with psoriasis on my face. I couldn’t cover with make up as it didn’t react well and just looked a mess. This has honestly changed my life and you would never know I even had psoriasis after just two weeks of applying. I was lucky and didn’t experience any uncomfortable side effects that many people mention such as burning. My face did few warm during the first 24 hours but nothing that was uncomfortable. Absolutely amazing stuff.","['month', 'try', 'different', 'steroid', 'cream', 'prescribe', 'doctor', 'dermatologist', 'prescribe', 'protopic', 'absolute', 'miracle', 'ointment', 'use', 'skin', 'clear', 'amazingly', 'suffer', 'bad', 'year', 'psoriasis', 'face', 'cover', 'react', 'look', 'mess', 'honestly', 'change', 'life', 'know', 'psoriasis', 'week', 'apply', 'lucky', 'experience', 'uncomfortable', 'effect', 'people', 'mention', 'burn', 'face', 'warm', '24', 'hour', 'uncomfortable', 'absolutely', 'amazing', 'stuff']",0.208333,Epistemic modality,Positive,Eczema,Initial Burning,Skin-Related,Burning,Skin-Related
Protopic,Drugs.com,"I had some eczema on my ears, eyelids, neck and forehead that i didn't want to use steroids on. So asked my Dr for a protopic script. My insurance wouldn't approve it so I said whatever and and paid 150 for a 60 gm tube. I'm so glad I did as this is some great stuff and a little goes a long way. I experienced what a lot of the other reviewers did, burning and itching upon the first applications. For me personally the itching/burning lasted a night (8hrs) it wasn't enough discomfort to make me stop using it thou I can see it being an issue for someone with real sensitive skin. After that it cleared my face up very quickly 2-3 days. TIP if your gonna use it on multiple spots, just start on one or two and then add in extra spots as you get used to it. This way you're not getting itchy all over at once.","['eczema', 'ear', 'eyelid', 'neck', 'forehead', 'want', 'use', 'steroid', 'ask', 'dr', 'protopic', 'script', 'insurance', 'approve', 'say', ' ', 'pay', '150', '60', 'gm', 'tube', 'glad', 'great', 'stuff', 'little', 'go', 'long', 'way', 'experience', 'lot', 'reviewer', 'burn', 'itch', 'application', 'personally', 'itching', 'burning', 'last', 'night', '8hrs', 'discomfort', 'stop', 'thou', 'issue', 'real', 'sensitive', 'skin', 'clear', 'face', 'quickly', '2', '3', 'day', 'tip', 'gon', 'na', 'use', 'multiple', 'spot', 'start', 'add', 'extra', 'spot', 'way', 'get', 'itchy']",0.181818,Epistemic modality,Positive,Eczema,"Initial Burning, Itching",Skin-Related,"Burning, Itching",Skin-Related
Protopic,Drugs.com,It’s only been 5 days-but the itching and burning this stuff caused made me want to rip my skin off. So far no miracle improvement that others have reported. If anything the rash looks and feels worse,"['5', 'day', 'itching', 'burn', 'stuff', 'cause', 'want', 'rip', 'skin', 'far', 'miracle', 'improvement', 'report', 'rash', 'look', 'feel', 'bad']",0,Uncertain modality,Neutral,Eczema,Nil,Nil,Nil,Nil
Protopic,Drugs.com,"This definitely works, but you must stick with it! When I first put it on my skin (face and neck only), it felt extremely hot and very, VERY itchy. I thought I was having an allergic reaction to it and/or my skin flare up was getting worse. After several hours the itching dissipated and my skin just felt hot in the worst affected areas - this wasn’t too bad at all. The redness also cleared up and my skin started looking totally normal (as if I didn’t have eczema). Pretty amazing result.","['definitely', 'work', 'stick', 'skin', 'face', 'neck', 'feel', 'extremely', 'hot', 'itchy', 'think', 'have', 'allergic', 'reaction', 'and/or', 'skin', 'flare', 'get', 'bad', 'hour', 'itching', 'dissipate', 'skin', 'feel', 'hot', 'bad', 'affected', 'area', 'bad', 'redness', 'clear', 'skin', 'start', 'look', 'totally', 'normal', 'eczema', 'pretty', 'amazing', 'result']",0.3,Deontic modality,Positive,Eczema,"Initial Burning, Itching",Skin-Related,"Burning, Itching",Skin-Related
Protopic,Drugs.com,"""This product. -_- 
 I've had eczema for as long as I can remember and now it's started to spread to new areas. Dermatologist prescribed this to use around face and neck as it's not a steroid. 
 I was aware that it initially burns the first few times...almost to the point of rather dealing with eczema over the burning. 
 (I've used it a handful of times now, as and when. It does soften the thick build up. However after applying the skin very sensitive to itching. 
 Well...last night I itched my neck 2 hours after applying this...DO NOT DO THIS. I never knew ""burning"" had levels 10 times worse than experienced. 
 Had to scrub the area and apply wet fannel for a good hour to calm it down. 
  It may work, just not for the faint hearted.""","['product', '\n', 'eczema', 'long', 'remember', 'start', 'spread', 'new', 'area', 'dermatologist', 'prescribe', 'use', 'face', 'neck', 'steroid', '\n', 'aware', 'initially', 'burn', 'time', 'point', 'deal', 'eczema', 'burning', '\n', 'handful', 'time', 'soften', 'thick', 'build', 'apply', 'skin', ' ', 'sensitive', 'itching', '\n', 'night', 'itch', 'neck', '2', 'hour', 'apply', 'know', 'burning', 'level', '10', 'time', 'bad', 'experienced', '\n', 'scrub', 'area', 'apply', 'wet', 'fannel', 'good', 'hour', 'calm', '\n ', 'work', 'faint', 'hearted']",0.16129,Epistemic modality,Neutral,Eczema,"Initial Burning, Itching",Skin-Related,"Burning, Itching",Skin-Related
Protopic,Drugs.com,"""Using this cream makes my skin as smooth as a baby’s bum. It honestly does work on my eczema however I only use it on my face as I cannot stand the burning sensation
 
 It’s greasy and so I only use it at night but the burning hot sensation is not pleasant on the first application 
 
 This is why I won’t use it on my arms and legs as I cannot stand feeling this way. It robs me of my sleep on the first night of application however second and third day the burning sensation seems to subside 
 
 I tend to spend most the night sticking my head out of the window to try and catch some cold air. It’s just awful but it actually works which is why I persevere""","['cream', 'make', 'skin', 'smooth', 'baby', 'bum', 'honestly', 'work', 'eczema', 'use', 'face', 'stand', 'burn', 'sensation', '\n\n', 'greasy', 'use', 'night', 'burn', 'hot', 'sensation', 'pleasant', 'application', '\n\n', 'wo', 'use', 'arm', 'leg', 'stand', 'feel', 'way', 'rob', 'sleep', 'night', 'application', 'second', 'day', 'burn', 'sensation', 'subside', '\n\n', 'tend', 'spend', 'night', 'stick', 'head', 'window', 'try', 'catch', 'cold', 'air', 'awful', 'actually', 'work', 'persevere']",0.181818,Deontic modality,Negative,Eczema,Initial Burning,Skin-Related,Burning,Skin-Related
Protopic,Drugs.com,"The first time I used this I only put it around my nose and down to my lip, it burned so bad immediately. I cleaned it off after an hour as the heat and the burning was bad. Even after this it burned all night, I had to have a fan blowing on me but that didn't help much. My whole face (not just the area I put it on) burned for over 24 hours even after washing multiple times. A month later I tried it again after my skin had calmed a bit and this time was much better, I didn't get the same burning just a slight heat from it. Another side effect I've had is that when the room I'm in gets warmer my whole face burns and gets very red, this lasts for hours. I've been using this for a month now but I've seen very little improvement with my skin, it's still sore, tight and burns and itches.","['time', 'nose', 'lip', 'burn', 'bad', 'immediately', ' ', 'clean', 'hour', 'heat', 'burning', 'bad', ' ', 'burn', 'night', 'fan', 'blow', 'help', ' ', 'face', 'area', 'burn', '24', 'hour', 'wash', 'multiple', 'time', ' ', 'month', 'later', 'try', 'skin', 'calm', 'bit', 'time', 'well', 'burning', 'slight', 'heat', ' ', 'effect', 'room', 'get', 'warm', 'face', 'burn', 'get', 'red', 'last', 'hour', ' ', 'month', 'see', 'little', 'improvement', 'skin', 'sore', 'tight', 'burn', 'itch']",0.2,Epistemic modality,Negative,Eczema,"Initial Burning, Itching, Topical Steroid Withdrawal",Skin-Related,"Burning, Itching, Topical Steroid Withdrawal",Skin-Related
Protopic,Drugs.com,"Developed eczema on my eye lids and hair line around my face. Itchy red and burning for a few months flare ups were painful. Dr prescribed cortisone but it was only temporary help. I did not to apply lots. Then dermatologist prescribed protopic. Yes, it burned for the first 72 hrs but it subsided and I was completely healed within a week! Such a relief. I only apply when I feel like a flare up is starting. Great for preventing.","['developed', 'eczema', 'eye', 'lid', 'hair', 'line', 'face', 'itchy', 'red', 'burn', 'month', 'flare', 'up', 'painful', 'dr', 'prescribed', 'cortisone', 'temporary', 'help', 'apply', 'lot', ' ', 'dermatologist', 'prescribe', 'protopic', ' ', 'yes', 'burn', '72', 'hrs', 'subside', 'completely', 'heal', 'week', 'relief', 'apply', 'feel', 'like', 'flare', 'start', 'great', 'prevent']",0.261905,Epistemic modality,Positive,Eczema,Initial Burning,Skin-Related,Burning,Skin-Related
Protopic,Drugs.com,"""I had a rash caused by insect bites so Doctor gave me Protopic he said it would get rid of rash. I had tried everything : calamine lotion, baking soda, tea tree gel with vitamin E, lavender rosemary oil & with hazel, well nothing got rid of rash also my skin cannot handle hydrocortisone cream & I cannot take benadryl. So I got the protopic & antibiotics. 
 Yes it cleared it away brilliantly, however Doctor told me to use twice a day incorrect dosage. Did not warn me of evil side effects. My skin became mess soon as I stopped using remembering Doctor saying apply more if you had any problems, it would clear skin then get worse and worse leathery skin painful blisters ozzing nasty redness bumpy skin - Topical Steroid Withdrawal.""","['rash', 'cause', 'insect', 'bite', 'doctor', 'give', 'protopic', 'say', 'rid', 'rash', 'try', 'calamine', 'lotion', ' ', 'bake', 'soda', ' ', 'tea', 'tree', 'gel', 'vitamin', 'e', 'lavender', 'rosemary', 'oil', 'hazel', ' ', 'get', 'rid', 'rash', 'skin', 'handle', 'hydrocortisone', ' ', 'cream', 'benadryl', ' ', 'get', 'protopic', 'antibiotic', '\n', 'yes', 'clear', 'away', 'brilliantly', ' ', 'doctor', 'tell', 'use', 'twice', 'day', 'incorrect', 'dosage', 'warn', 'evil', 'effect', 'skin', 'mess', 'soon', 'stop', 'remember', 'doctor', 'say', 'apply', 'problem', ' ', 'clear', 'skin', 'bad', 'bad', 'leathery', 'skin', 'painful', 'blister', 'ozze', 'nasty', 'redness', 'bumpy', 'skin', 'red', 'skin', 'syndrome']",0.158537,Deontic modality,Negative,Eczema,Topical Steroid Withdrawal,Flu-like,Topical Steroid Withdrawal,Skin-Related
Protopic,Drugs.com,"Patches, newer outbreak of atopic dermatitis not going away with desonide cream. Nasty breakout on right bicep and contact with that side of my body. You can feel and see heavy blotchy lines. Tried Protopic oinment this evening for the first time (Day 1), and yes I experienced the initial painful itching and burning experienced by so many. I put ice in a baggie directly on the affected areas and instant relief, although it probably dilutes the Protopic strength. I keep on icing as needed. I will do as so many of you recommend and hang in with it for a spell. I'm thinking twice a day until cleared. Thanks so much. I will report back on progress soon.- Brock","['patch', 'new', 'outbreak', 'atopic', 'dermatitis', 'go', 'away', 'desonide', 'cream', 'nasty', 'breakout', 'right', 'bicep', 'contact', 'body', 'feel', 'heavy', 'blotchy', 'line', 'try', 'protopic', 'oinment', 'evening', 'time', 'day', '1', 'yes', 'experience', 'initial', 'painful', 'itching', 'burning', 'experience', 'ice', 'baggie', 'directly', 'affected', 'area', 'instant', 'relief', 'probably', 'dilute', 'protopic', 'strength', 'ice', 'need', 'recommend', 'hang', 'spell', 'think', 'twice', 'day', 'clear', 'thank', 'report', 'progress', 'soon.-', 'brock']",0.310345,Epistemic modality,Neutral,Eczema,"Initial Burning, Itching",Skin-Related,"Burning, Itching",Skin-Related
Protopic,Drugs.com,"Burning sensation worsened over about 5 days of use. None the first time, then a bit after application, and now a severe delayed reaction (the next day, so I can't just wash it off), nearly constant, and worsened with water. Feels like exposure to jalapenos on sensitive skin like near the eyes. Hasn't had any effect on my eczema yet either. Can't stick it out to see if it gets better.","['burn', 'sensation', 'worsen', '5', 'day', 'use', ' ', 'time', 'bit', 'application', 'severe', 'delay', 'reaction', 'day', 'wash', 'nearly', 'constant', 'worsen', 'water', ' ', 'feel', 'like', 'exposure', 'jalapeno', 'sensitive', 'skin', 'like', 'near', 'eye', ' ', 'effect', 'eczema', ' ', 'stick', 'get', 'well']",0.138889,Deontic modality,Negative,Eczema,Topical Steroid Withdrawal,Flu-like,Topical Steroid Withdrawal,Skin-Related
Protopic,Drugs.com,"""Applied this to treat what looked like a mix of folliculitis and atopic dermatitis flares (but which turned out to be just atopic dermatitis) on both lower legs, especially the shins. Itchiness, redness and dryness abated about 80% after one week without any initial irritations or burning sensation. There is no feeling of soreness or increased sensibility whatsoever, I've basically just stopped thinking about those problematic parts of my skin, so there's that passive psychological boost, too.
 
 Only 9/10 because long term results are still unknown and because it's pretty greasy.""","['apply', 'treat', 'look', 'like', 'mix', 'folliculitis', 'atopic', 'dermatitis', 'flare', 'turn', 'atopic', 'dermatitis', 'low', 'leg', 'especially', 'shin', 'itchiness', 'redness', 'dryness', 'abate', '80', 'week', 'initial', 'irritation', 'burn', 'sensation', 'feeling', 'soreness', 'increase', 'sensibility', 'whatsoever', 'basically', 'stop', 'think', 'problematic', 'part', 'skin', 'passive', 'psychological', 'boost', '\n\n', '9/10', 'long', 'term', 'result', 'unknown', 'pretty', 'greasy']",0.354167,Epistemic modality,Positive,Eczema,Nil,Nil,Nil,Nil
Protopic,Drugs.com,"Like rubbing lava on my skin, makes me feel like I'm on fire, makes my skin redder and worse. Increases my stress levels causing me to scratch more. The worst thing I have ever been prescribed for this condition.","['like', 'rub', 'lava', 'skin', 'make', 'feel', 'like', 'fire', 'make', 'skin', 'red', 'bad', 'increase', 'stress', 'level', 'cause', 'scratch', 'bad', 'thing', 'prescribe', 'condition']",0.142857,Deontic modality,Negative,Eczema,Topical Steroid Withdrawal,Flu-like,Topical Steroid Withdrawal,Skin-Related
Protopic,Drugs.com,"I went camping over memorial day at our Ranch... Long story short, its Oklahoma its summer, IT'S CHIGGER TIME! Got torn up on my genitals. After an appt at Urgent Care and a negative STD test for herpes, the clap, syphillis, etc. The doc gave me some antibiotics (Cephlaxen 500mg x 4 daily & Hydroxyzine). After 4 days all looked promising, ran out of antibiotics... All resumed. After 3 days of swearing I would castrate myself just to stop the itch ... Went to a dermatologist. Same tests for STD's all over again, but was given more antibiotics and 0.1% Protopic. Put on at 1205pm after picking up from pharmacy. About 1900 my penis was burning","['went', 'camp', 'memorial', 'day', 'ranch', 'long', 'story', 'short', 'oklahoma', ' ', 'summer', 'chigger', 'time', 'got', 'tear', 'genital', 'appt', 'urgent', 'care', 'negative', 'std', 'test', 'herpe', 'clap', 'syphillis', 'etc', 'doc', 'give', 'antibiotic', 'cephlaxen', '500', 'mg', 'x', '4', 'daily', 'hydroxyzine', '4', 'day', 'look', 'promising', 'run', 'antibiotic', 'resume', '3', 'day', 'swear', 'castrate', 'stop', 'itch', 'go', 'dermatologist', 'test', 'std', 'give', 'antibiotic', '0.1', 'protopic', '1205pm', 'pick', 'pharmacy', '1900', 'penis', 'burn']",0.095238,Deontic modality,Neutral,Eczema,"Initial Burning, Itching, Topical Steroid Withdrawal",Skin-Related,"Burning, Itching, Topical Steroid Withdrawal",Skin-Related
Protopic,Drugs.com,"""Don't bother with protopic it works wonders but you can only use it for 6 weeks. This is what I do and it works. 
 
 Over active immune system 
 Vitamin deficiency 
 
 Triggers 
 Stress 
 Food allergies 
 ???? 
 
 Before food 3 times a day 
 
 Vitamin d spray (2000 iu) per spray 6 sprays a day (12000 iu) lower when symptoms improve to (6000 iu) daily 
 
 Cbd full spectrum spray 6 sprays a day (800mg) Mtc oil as a base 
 (Normal function of immune system) 
 
 Multi vitamins 
 
 Dead Sea salt bath, shower off salt water after bath""","['bother', 'protopic', 'work', 'wonder', 'use', '6', 'week', 'work', '\n\n', 'active', 'immune', 'system', '\n', 'vitamin', 'deficiency', '\n\n', 'triggers', '\n', 'stress', '\n', 'food', 'allergy', '\n', '\n\n', 'food', '3', 'time', 'day', '\n\n', 'vitamin', 'd', 'spray', '2000', 'iu', 'spray', '6', 'spray', 'day', '12000', 'iu', 'low', 'symptom', 'improve', '6000', 'iu', 'daily', '\n\n', 'cbd', 'spectrum', 'spray', '6', 'spray', 'day', '800', 'mg', '\xa0 ', 'mtc', 'oil', 'base', '\n', 'normal', 'function', 'immune', 'system', '\n\n', 'multi', 'vitamin', '\n\n', 'dead', 'sea', 'salt', 'bath', 'shower', 'salt', 'water', 'bath']",0.118421,Epistemic modality,Neutral,Eczema,Nil,Nil,Nil,Nil
